Full_Name,Registered_Year,Transmission_Type,Fuel_Type,Max_Power,Resale_Price
2016 Hyundai Creta 1.6 VTVT AT SX Plus,2016,Automatic,Petrol,121.3bhp,10200.0
2020 Hyundai Grand i10 Nios AMT Sportz,2020,Automatic,Petrol,81.86bhp,7800.0
2020 Renault KWID 1.0 RXT Opt,2020,Manual,Petrol,67bhp,4680.0
2018 Toyota Etios Liva 1.2 G,2018,Manual,Petrol,78.9bhp,6480.0
2015 Hyundai i20 Asta 1.2,2015,Manual,Petrol,81.83bhp,6840.0
2019 Tata Harrier XT,2019,Manual,Diesel,167.67bhp,16740.0
2016 Honda City i VTEC CVT SV,2016,Automatic,Petrol,117.3bhp,7980.0
2016 Hyundai Creta 1.6 CRDi AT S Plus,2016,Automatic,Diesel,126.2bhp,10980.0
2019 Volkswagen Polo 1.5 TDI Trendline,2019,Manual,Diesel,88bhp,7020.0
2019 Maruti Vitara Brezza VDi,2019,Manual,Diesel,88.5bhp,10200.0
2016 Maruti Baleno 1.2 Sigma,2016,Manual,Petrol,83.1bhp,6600.0
2018 Maruti SX4 S Cross Zeta DDiS 200 SH,2018,Manual,Diesel,88.5bhp,10740.0
2021 Maruti S-Presso VXi Plus,2021,Manual,Petrol,65.71bhp,5700.0
2015 Hyundai Elantra 1.6 SX,2015,Manual,Diesel,126.2bhp,9480.0
2020 Mahindra XUV300 W8 Option Diesel BSIV,2020,Manual,Diesel,115bhp,13680.0
2016 Hyundai Creta 1.6 CRDi SX,2016,Manual,Diesel,126.2bhp,11100.0
2021 Hyundai Verna SX Diesel,2021,Manual,Diesel,113.45bhp,16680.0
2014 Renault Pulse RxZ,2014,Manual,Diesel,63.12bhp,4200.0
2020 Hyundai Venue S,2020,Manual,Petrol,81.86bhp,9480.0
2020 Maruti Wagon R LXI,2020,Manual,Petrol,67.05bhp,6720.0
2017 Mahindra TUV 300 T8,2017,Manual,Diesel,100bhp,9000.0
2020 Maruti Swift VXI,2020,Manual,Petrol,81.80bhp,7800.0
2015 Ford Aspire 1.5 TDCi Ambiente,2015,Manual,Diesel,99bhp,4980.0
2018 Hyundai Grand i10 1.2 Kappa Sportz Option AT,2019,Automatic,Petrol,81.86bhp,7800.0
2019 Tata Hexa XTA,2019,Automatic,Diesel,153.86bhp,13080.0
2020 Mahindra XUV300 W8 Option BSVI,2020,Manual,Petrol,108.62bhp,11880.0
2013 Audi A4 2.0 TDI,2013,Automatic,Diesel,147.51bhp,15300.0
2016 Mercedes-Benz E-Class E350 CDI Avantgrade,2016,Automatic,Diesel,265bhp,33300.0
2017 Jeep Compass 2.0 Longitude Option,2017,Manual,Diesel,170bhp,12600.0
2018 Mercedes-Benz GLE 250d,2018,Automatic,Diesel,201.15bhp,54000.0
2016 Volvo S60 D4 Momentum,2016,Automatic,Diesel,190bhp,18000.0
2019 Tata Tiago 1.2 Revotron XZ Plus,2019,Manual,Petrol,84bhp,6840.0
2017 Maruti Baleno 1.2 Sigma,2017,Manual,Petrol,83.1bhp,6480.0
2019 Tata Nexon 1.5 Revotorq XZ Plus,2019,Manual,Diesel,108.5bhp,10440.0
2018 Tata Tigor XM Diesel,2018,Manual,Diesel,69bhp,5640.0
2017 Toyota Corolla Altis D-4D GL,2017,Manual,Diesel,87.2bhp,12900.0
2016 Renault Duster 110PS Diesel RxZ AMT,2016,Automatic,Diesel,108.45bhp,7800.0
2016 Honda Jazz 1.2 SV i VTEC,2016,Manual,Petrol,88.7bhp,5880.0
2022 Maruti Eeco 5 Seater AC CNG BSVI,2022,Manual,CNG,70.67bhp,7452.0
2018 Jeep Compass 2.0 Longitude Option BSIV,2018,Manual,Diesel,170bhp,14280.0
2022 Toyota Innova Crysta 2.4 VX 7 STR,2022,Manual,Diesel,148bhp,28200.0
2020 Kia Seltos HTX IVT,2020,Automatic,Petrol,113.43bhp,16680.0
2022 Kia Carens Luxury Plus Diesel iMT,2022,Automatic,Diesel,114.41bhp,22200.0
2022 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,2022,Automatic,Diesel,130bhp,20700.0
2020 Kia Seltos HTX G,2020,Manual,Petrol,113.43bhp,14280.0
2016 Honda Brio 1.2 VX MT,2016,Manual,Petrol,86.8bhp,5760.0
2020 MG Hector Sharp DCT,2020,Automatic,Petrol,141bhp,18000.0
2020 MG Hector Sharp Diesel MT,2020,Manual,Diesel,167.68bhp,21480.0
2019 Kia Seltos HTK Plus AT D,2019,Automatic,Diesel,113.42bhp,18000.0
2020 Kia Seltos HTX IVT,2020,Automatic,Petrol,113.43bhp,17700.0
2015 Ford Ecosport 1.5 Diesel Titanium,2015,Manual,Diesel,98.96bhp,7080.0
2016 Toyota Innova Crysta 2.8 ZX AT BSIV,2016,Automatic,Diesel,171.5bhp,19500.0
2021 Volkswagen Taigun 1.5 TSI GT Plus DSG,2021,Automatic,Petrol,147.51bhp,19800.0
2021 Tata Nexon XZA Plus AMT S,2021,Automatic,Petrol,118.36bhp,12600.0
2017 Volkswagen Vento 1.6 Highline,2017,Manual,Petrol,103.2bhp,8280.0
2018 Maruti Ciaz Delta 1.5,2018,Manual,Diesel,93.87bhp,8280.0
2021 Maruti Ertiga VXI Petrol,2021,Manual,Petrol,103bhp,11016.0
2021 Skoda Kushaq 1.0 TSI Style BSVI,2021,Manual,Petrol,113.98bhp,15480.0
2012 Maruti Alto LXi,2012,Manual,Petrol,46.3bhp,2280.0
2022 Mahindra Scorpio S11,2022,Manual,Diesel,136.78bhp,22200.0
2011 BMW 5 Series 530d,2011,Automatic,Diesel,258bhp,17700.0
2022 Kia Seltos X-Line Diesel AT,2022,Automatic,Diesel,113.43bhp,22320.0
2023 Maruti Jimny Alpha Dual Tone AT,2023,Automatic,Petrol,103.39bhp,19200.0
2016 Hyundai Creta 1.6 VTVT AT SX Plus,2016,Automatic,Petrol,121.3bhp,10500.0
2018 Jeep Compass 1.4 Limited,2018,Automatic,Petrol,160bhp,15300.0
2022 Maruti Eeco 5 Seater AC BSVI,2022,Manual,Petrol,79.65bhp,6900.0
2022 Skoda Kushaq 1.0 TSI Active BSVI,2023,Manual,Petrol,113.98bhp,13080.0
2020 Kia Seltos HTX IVT G,2020,Automatic,Petrol,113.42bhp,16500.0
2018 Maruti Vitara Brezza LDi Option,2018,Manual,Diesel,88.5bhp,8280.0
2020 Kia Seltos HTE Diesel,2020,Manual,Diesel,113.43bhp,12900.0
2019 Maruti Swift Dzire VXI 1.2,2019,Manual,Petrol,81.80bhp,7680.0
2016 Honda City i VTEC CVT SV,2016,Automatic,Petrol,117.3bhp,8700.0
2018 Maruti Celerio X AMT VXI BSIV,2019,Automatic,Petrol,67bhp,6300.0
2021 Maruti Ignis Sigma BSVI,2021,Manual,Petrol,81.80bhp,6600.0
2016 Mahindra TUV 300 T8 AMT,2017,Automatic,Diesel,100bhp,9000.0
2017 Mercedes-Benz GLE 250d,2017,Automatic,Diesel,201.15bhp,47400.0
2018 Maruti Celerio VXI MT BSIV,2018,Manual,Petrol,67.04bhp,4716.0
2014 BMW X1 sDrive 20D xLine,2014,Automatic,Diesel,184bhp,15000.0
2020 Kia Seltos HTX G,2020,Manual,Petrol,113.43bhp,15480.0
2020 Tata Nexon XM Diesel BSVI,2020,Manual,Diesel,113.42bhp,10200.0
2022 MG Astor Savvy Turbo AT BSVI,2022,Automatic,Petrol,138.08bhp,18360.0
2013 Mahindra XUV500 W8 4WD,2013,Manual,Diesel,140bhp,7800.0
2016 Volkswagen Vento 1.5 TDI Highline AT,2016,Automatic,Diesel,108.6bhp,9360.0
2021 Tata Altroz XT Diesel BSVI,2021,Manual,Diesel,88.77bhp,9360.0
2021 Hyundai Verna SX,2021,Manual,Petrol,113.18bhp,13080.0
2011 Hyundai i20 1.2 Magna,2011,Manual,Petrol,80 PS at 5200 rpm,3420.0
2017 Volkswagen Ameo 1.5 TDI Highline,2017,Manual,Diesel,108.62bhp,7080.0
2014 Hyundai Xcent 1.2 Kappa Base,2014,Manual,Petrol,82bhp,4800.0
2018 Hyundai Creta 1.6 VTVT AT SX Plus,2018,Automatic,Petrol,121.3bhp,13500.0
2017 Mahindra XUV500 W10 AWD,2017,Manual,Diesel,140bhp,12600.0
2021 Hyundai i20 Asta Turbo DCT,2022,Automatic,Petrol,118.36bhp,11100.0
2012 Maruti Swift Dzire LXI BSVI,2012,Manual,Petrol,88.50bhp,5400.0
2018 Honda Jazz 1.2 S i VTEC,2018,Manual,Petrol,88.7bhp,6900.0
2016 Maruti Ciaz VXi Plus,2016,Manual,Petrol,91.1bhp,8100.0
2017 Honda Jazz V CVT,2017,Automatic,Petrol,88.50bhp,6900.0
2017 Toyota Innova Crysta 2.8 GX AT BSIV,2017,Automatic,Diesel,171.5bhp,21000.0
2013 Hyundai Verna 1.6 SX VTVT (O) AT,2013,Automatic,Petrol,121.4bhp,5880.0
2013 Ford Ecosport 1.5 Ti VCT MT Trend,2013,Manual,Petrol,110bhp,5880.0
2019 Kia Seltos GTK,2019,Manual,Petrol,138bhp,12900.0
2018 Hyundai Tucson 2.0 e-VGT 4WD AT GLS,2018,Automatic,Diesel,182.46bhp,17400.0
2020 Honda Jazz 1.2 V i VTEC,2020,Manual,Petrol,88.7bhp,8280.0
2015 Maruti Celerio VXI AT,2015,Automatic,Petrol,67.04bhp,5280.0
2019 Tata Harrier XZ BSIV,2019,Manual,Diesel,138.1bhp,15732.0
2012 Maruti Swift Dzire 1.2 Vxi BSIV,2012,Manual,Petrol,85.8bhp,5172.0
2018 Maruti Swift Dzire AMT ZDI Plus,2018,Automatic,Diesel,74.02bhp,8400.0
2021 Hyundai Verna SX Diesel,2021,Manual,Diesel,113.45bhp,15600.0
2017 Volkswagen Ameo 1.5 TDI Highline,2017,Manual,Diesel,108.62bhp,7080.0
2022 Volkswagen Taigun 1.0 TSI Highline AT BSVI,2022,Automatic,Petrol,113.98bhp,17400.0
2021 MG Hector Sharp DCT,2021,Automatic,Petrol,141bhp,18900.0
2008 Hyundai i10 Magna,2008,Manual,Petrol,78.9bhp,1860.0
2008 Hyundai i10 Era,2008,Manual,Petrol,68.05bhp,1920.0
2011 Hyundai i10 Sportz AT,2011,Automatic,Petrol,78.9bhp,3900.0
2015 Renault Lodgy Stepway 110PS RXZ 8S,2015,Manual,Diesel,108.5bhp,6900.0
2014 Hyundai Xcent 1.1 CRDi SX,2014,Manual,Diesel,71bhp,4500.0
2019 BMW X1 xDrive 20d xLine,2019,Automatic,Diesel,190bhp,36000.0
2019 Maruti Vitara Brezza ZDi Plus,2019,Manual,Diesel,88.5bhp,10500.0
2020 Maruti Baleno Delta,2020,Manual,Petrol,81.80bhp,8100.0
2017 Ford Endeavour 3.2 Titanium AT 4X4,2017,Automatic,Diesel,197bhp,29700.0
2018 Toyota Corolla Altis 1.8 G CVT,2018,Automatic,Petrol,138.03bhp,16680.0
2022 Toyota Fortuner Legender 4x2 AT BSVI,2022,Automatic,Diesel,201.15bhp,55500.0
2011 Chevrolet Cruze LTZ,2011,Manual,Diesel,147.9bhp,6600.0
2014 Toyota Corolla Altis G AT,2014,Automatic,Petrol,138.03bhp,10200.0
2015 Maruti Ciaz VXi Plus,2015,Manual,Petrol,91.1bhp,6540.0
2019 Hyundai Creta 1.6 CRDi SX,2019,Manual,Diesel,126.2bhp,13500.0
2013 Porsche Cayenne Diesel,2013,Automatic,Diesel,240bhp,34800.0
2020 Honda Amaze S i-DTEC,2020,Manual,Diesel,98.6bhp,7620.0
2019 Maruti Swift AMT VXI BSIV,2019,Automatic,Petrol,81.80bhp,7332.0
2016 Renault Lodgy 110PS RxZ 7 Seater,2016,Manual,Diesel,108.5bhp,6900.0
2017 Hyundai Creta 1.4 E Plus CRDi,2017,Manual,Diesel,88.7bhp,10800.0
2019 Maruti Vitara Brezza VDi AMT,2019,Automatic,Diesel,88.5bhp,9900.0
2016 Honda Amaze S Diesel,2016,Manual,Diesel,97.89bhp,6600.0
2016 Hyundai Santa Fe 2WD AT,2016,Automatic,Diesel,194.3bhp,13200.0
2015 Skoda Octavia Elegance 1.8 TSI AT,2015,Automatic,Petrol,177.5bhp,10800.0
2015 BMW 7 Series 730Ld,2015,Automatic,Diesel,258bhp,43200.0
2015 Volvo S60 D4 SUMMUM,2015,Automatic,Diesel,181bhp,15600.0
2019 Honda Amaze S Petrol,2019,Manual,Petrol,88.76bhp,6840.0
2014 Skoda Superb Elegance 1.8 TSI AT,2014,Automatic,Petrol,157.75bhp,7800.0
2011 Nissan Micra Diesel XV,2011,Manual,Diesel,63.1bhp,4200.0
2022 MG Gloster Sharp 6-Str,2022,Automatic,Diesel,215.01bhp,44100.0
2015 Toyota Corolla Altis GL MT,2015,Manual,Petrol,138.03bhp,7500.0
2022 Skoda Slavia 1.0 TSI Ambition BSVI,2022,Manual,Petrol,113.98bhp,14340.0
2017 Maruti Ciaz VDi Plus SHVS,2017,Manual,Diesel,88.5bhp,8520.0
2020 Tata Nexon XZ Plus Diesel S,2020,Manual,Diesel,108.49bhp,11880.0
2014 Honda City i VTEC SV,2014,Manual,Petrol,117.3bhp,6420.0
2015 Honda City i VTEC CVT SV,2016,Automatic,Petrol,117.3bhp,7980.0
2019 Maruti Baleno 1.2 CVT Delta,2019,Automatic,Petrol,83.1bhp,7080.0
2017 Datsun RediGO 1.0 T Option,2017,Manual,Petrol,67bhp,3300.0
2018 Hyundai Santro Sportz,2018,Manual,Petrol,68.05bhp,5400.0
2010 Chevrolet Beat LS,2010,Manual,Petrol,79.4bhp,2160.0
2018 Hyundai Elantra 1.6 SX Option AT,2018,Automatic,Diesel,126.2bhp,15300.0
2022 Honda City i-VTEC V,2022,Manual,Petrol,117.6bhp,11700.0
2021 Hyundai Creta SX BSVI,2021,Manual,Petrol,113.18bhp,17412.0
2010 Maruti Zen Estilo 1.1 LXI BSIII,2010,Manual,Petrol,64bhp,2640.0
2020 Hyundai Creta SX Opt Diesel BSVI,2020,Manual,Diesel,113.45bhp,20280.0
2017 Hyundai EON Era Plus,2017,Manual,Petrol,55.2bhp,4200.0
2019 Mahindra KUV 100 NXT D75 K2 Plus,2019,Manual,Diesel,77bhp,4800.0
2015 Jaguar XF Aero Sport Edition,2015,Automatic,Diesel,187.7bhp,25200.0
2020 MG Hector Sharp DCT,2020,Automatic,Petrol,141bhp,17400.0
2015 Maruti Celerio VXI,2015,Manual,Petrol,67.04bhp,4320.0
2021 Hyundai Aura S AMT,2021,Automatic,Petrol,81.86bhp,9480.0
2019 Honda City i-VTEC CVT VX,2019,Automatic,Petrol,117.6bhp,12600.0
2015 Mahindra Scorpio S10 7 Seater,2015,Manual,Diesel,120bhp,12600.0
2015 BMW 3 Series 320d Luxury Line,2015,Automatic,Diesel,184bhp,15600.0
2013 Nissan Sunny XL,2013,Manual,Petrol,97.7bhp,3600.0
2015 Tata Movus LX 9 Seater,2015,Manual,Diesel,118.35bhp,3600.0
2015 Tata Indigo LX TDI BSIII,2015,Manual,Diesel,69bhp,2400.0
2014 Toyota Fortuner 4x2 AT TRD Sportivo,2014,Automatic,Diesel,168.7bhp,17400.0
2012 Toyota Etios V,2012,Manual,Petrol,,3600.0
2012 Honda City S,2012,Manual,Petrol,116.4bhp,4320.0
2014 Honda City i DTEC SV,2014,Manual,Diesel,98.6bhp,5400.0
2012 Hyundai i10 Magna,2012,Manual,Petrol,78.9bhp,3000.0
2015 Honda Jazz 1.2 V i VTEC,2015,Manual,Petrol,88.7bhp,4980.0
2014 Hyundai i20 Magna Optional 1.2,2014,Manual,Petrol,82.9bhp,4800.0
2013 Hyundai i10 Magna,2013,Manual,Petrol,78.9bhp,3360.0
2012 Hyundai EON D Lite Plus,2012,Manual,Petrol,55.2bhp,2340.0
2019 Maruti Celerio ZXI AMT BSIV,2019,Automatic,Petrol,67.04bhp,5520.0
2011 Maruti Alto LXi,2011,Manual,Petrol,46.3bhp,2100.0
2016 Hyundai Creta 1.6 SX Automatic,2016,Automatic,Petrol,121.3bhp,10212.0
2017 Mahindra XUV500 AT W10 1.99 mHawk,2017,Automatic,Diesel,140bhp,11400.0
2016 Hyundai i20 Sportz Option 1.2,2016,Manual,Petrol,81.83bhp,7920.0
2017 Hyundai Verna CRDi 1.6 AT SX Plus,2017,Automatic,Diesel,126.2bhp,11100.0
2013 Volkswagen Jetta 2.0L TDI Highline,2013,Manual,Diesel,138.1bhp,6900.0
2013 Hyundai i10 Sportz AT,2013,Automatic,Petrol,78.9bhp,3900.0
2017 Honda Jazz V CVT,2017,Automatic,Petrol,88.50bhp,6900.0
2017 Mercedes-Benz C-Class C 220 CDI Avantgarde,2017,Automatic,Diesel,170bhp,34200.0
2014 Hyundai i20 Sportz 1.4 CRDi,2014,Manual,Diesel,88.76bhp,5100.0
2023 Tata Nexon EV Prime XZ Plus,2023,Automatic,Electric,127bhp,17400.0
2016 Audi Q7 45 TDI Quattro Premium Plus,2016,Automatic,Diesel,245bhp,47400.0
2018 Honda WR-V i-DTEC VX,2018,Manual,Diesel,98.6bhp,9000.0
2016 Maruti Celerio ZXI AT,2016,Automatic,Petrol,67.04bhp,5100.0
2015 Fiat Punto 1.3 Active,2015,Manual,Diesel,75bhp,3732.0
2020 MG Hector Sharp Diesel MT,2020,Manual,Diesel,167.68bhp,19500.0
2016 Hyundai Verna 1.4 VTVT,2016,Manual,Petrol,105.5bhp,7500.0
2021 Kia Carnival Premium,2021,Automatic,Diesel,197.2bhp,33000.0
2021 Mahindra Thar LX 4-Str Hard Top AT BSVI,2021,Automatic,Petrol,150bhp,17472.0
2014 Honda Mobilio S i-DTEC,2014,Manual,Diesel,98.6bhp,6600.0
2012 Hyundai i20 Sportz AT 1.4,2012,Automatic,Petrol,98.6bhp,5100.0
2012 Honda Civic 1.8 V MT Sunroof,2012,Manual,Petrol,130.3bhp,5100.0
2014 Honda Amaze S i-Dtech,2014,Manual,Diesel,98.6bhp,3900.0
2013 Chevrolet Beat LS,2013,Manual,Petrol,79.4bhp,1860.0
2012 Hyundai Accent GLS,2012,Manual,Petrol,94,3060.0
2022 Mahindra XUV700 AX7 Diesel AT Luxury Pack BSVI,2022,Automatic,Diesel,182.38bhp,31800.0
2019 Hyundai Verna CRDi 1.6 AT SX Plus,2019,Automatic,Diesel,126.2bhp,11880.0
2015 Hyundai Verna 1.6 SX VTVT,2015,Manual,Petrol,121.3bhp,8280.0
2017 Hyundai i20 Asta 1.4 CRDi,2017,Manual,Diesel,88.73bhp,8280.0
2022 Mahindra Scorpio N Z8L Diesel 4x4 BSVI,2022,Manual,Diesel,172.45bhp,29100.0
2020 Hyundai Venue SX Diesel,2020,Manual,Diesel,98.6bhp,12900.0
2016 Hyundai Grand i10 Sportz,2016,Manual,Petrol,81.86bhp,4920.0
2018 Maruti Ertiga SHVS ZDI Plus,2018,Manual,Diesel,88.5bhp,11880.0
2010 Maruti A-Star Lxi,2010,Manual,Petrol,66.1bhp,2532.0
2018 Maruti Ciaz Alpha Diesel,2018,Manual,Diesel,88.50bhp,9012.0
2011 Maruti Alto LXi,2011,Manual,Petrol,46.3bhp,1812.0
2018 Hyundai Creta 1.6 VTVT SX Plus Dual Tone,2018,Manual,Petrol,121.3bhp,11220.0
2021 Tata Altroz XT,2021,Manual,Petrol,86.83bhp,8760.0
2020 MG Hector Sharp DCT,2020,Automatic,Petrol,141bhp,15900.0
2022 Maruti Wagon R VXI AT,2022,Automatic,Petrol,65.71bhp,7452.0
2020 Renault KWID 1.0 RXL,2020,Manual,Petrol,67.06bhp,5052.0
2016 Chevrolet Beat Diesel LS,2016,Manual,Diesel,56.3bhp,3180.0
2016 Volvo S60 T6,2016,Automatic,Petrol,367bhp,32400.0
2022 Mahindra Thar LX 4-Str Hard Top Diesel BSVI,2022,Manual,Diesel,130bhp,19080.0
2015 Volkswagen Vento 1.2 TSI Highline AT,2015,Automatic,Petrol,103.2bhp,7080.0
2014 Mercedes-Benz C-Class C 220 CDI BE Avantgare,2014,Automatic,Diesel,167.62bhp,16500.0
2018 Mercedes-Benz E-Class Exclusive E 220 d BSIV,2018,Automatic,Diesel,191.7bhp,49800.0
2012 Hyundai i20 Sportz 1.2,2012,Manual,Petrol,82.85bhp,4380.0
2015 Ford Ecosport 1.5 TDCi Titanium Plus BSIV,2015,Manual,Diesel,98.59bhp,6900.0
2017 Land Rover Discovery Sport TD4 HSE,2017,Automatic,Diesel,147.5bhp,40200.0
2017 Toyota Innova Crysta 2.4 VX MT BSIV,2017,Manual,Diesel,147.8bhp,21000.0
2017 Toyota Corolla Altis D-4D GL,2017,Manual,Diesel,87.2bhp,12600.0
2022 Kia Seltos GTX Plus Diesel AT,2022,Automatic,Diesel,113.43bhp,22500.0
2022 Maruti Eeco 5 Seater AC BSIV,2022,Manual,Petrol,73bhp,8040.0
2021 Toyota Urban cruiser Premium AT,2021,Automatic,Petrol,103.26bhp,12732.0
2018 Maruti Ciaz 1.4 Alpha,2018,Manual,Petrol,91.1bhp,7740.0
2013 Mercedes-Benz E-Class Elegance 220 CDI,2013,Automatic,Diesel,170bhp,13800.0
2017 Honda WR-V i-VTEC S,2017,Manual,Petrol,88.7bhp,7680.0
2017 Volkswagen Vento 1.2 TSI Highline AT,2017,Automatic,Petrol,103.2bhp,9240.0
2016 Honda City i DTec E,2016,Manual,Diesel,98.6bhp,7572.0
2013 Hyundai EON Era Plus,2013,Manual,Petrol,55.2bhp,2280.0
2011 Toyota Corolla Altis G,2011,Manual,Petrol,138.1bhp,4680.0
2019 Tata Harrier XZ BSIV,2019,Manual,Diesel,138.1bhp,16500.0
2017 Honda BR-V i-DTEC S MT,2017,Manual,Diesel,98.6bhp,9300.0
2022 Kia Carens Prestige Plus Turbo 2022-2023,2022,Manual,Petrol,138.05bhp,16800.0
2017 Hyundai Grand i10 1.2 Kappa Sportz Option AT,2017,Automatic,Petrol,81.86bhp,6900.0
2017 Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2017,Automatic,Diesel,183bhp,17700.0
2015 Jaguar XF 2.2 Litre Luxury,2015,Automatic,Diesel,187.7bhp,21000.0
2013 BMW 3 Series 320d Luxury Line,2013,Automatic,Diesel,184bhp,12000.0
2014 Honda Amaze SX i-VTEC,2014,Manual,Petrol,86.7bhp,3960.0
2010 Chevrolet Spark 1.0 LS,2010,Manual,Petrol,62bhp,1260.0
2012 Hyundai i10 Era 1.1 iTech SE,2012,Manual,Petrol,68.05bhp,3480.0
2014 Honda Brio EX MT,2014,Manual,Petrol,86.8bhp,4200.0
2013 Hyundai i10 Era,2013,Manual,Petrol,68.05bhp,4080.0
2013 Maruti Alto K10 MusiK edition,2013,Manual,Petrol,67.1bhp,3060.0
2018 Honda WR-V i-DTEC VX,2018,Manual,Diesel,98.6bhp,10200.0
2015 Honda CR-V 2.0L 2WD AT,2015,Automatic,Petrol,153.86bhp,11400.0
2022 Maruti Eeco 5 Seater AC CNG BSVI,2022,Manual,CNG,70.67bhp,7800.0
2017 Maruti Wagon R Pro,2017,Manual,Petrol,67bhp,5700.0
2016 Hyundai i20 Asta 1.4 CRDi,2016,Manual,Diesel,88.73bhp,7800.0
2018 Maruti SX4 S Cross Alpha DDiS 200 SH,2018,Manual,Diesel,88.5bhp,9900.0
2022 Maruti Celerio VXI BSVI,2022,Manual,Petrol,65.71bhp,6600.0
2021 Hyundai Venue SX Turbo,2021,Manual,Petrol,118.35bhp,12120.0
2016 Hyundai Creta 1.6 SX Automatic Diesel,2016,Automatic,Diesel,126.2bhp,11052.0
2013 Honda CR-V 2.4 AT,2013,Automatic,Petrol,152 PS,7992.0
2011 Toyota Etios VX,2011,Manual,Petrol,88.7bhp,3900.0
2014 Chevrolet Enjoy Petrol LT 8 Seater,2014,Manual,Petrol,98.82bhp,4680.0
2019 Honda City i-DTEC V,2019,Manual,Diesel,97.9bhp,11100.0
2013 Maruti A-Star AT VXI,2013,Automatic,Petrol,66.1bhp,3480.0
2017 Mahindra XUV500 R W10 FWD,2017,Manual,Diesel,140bhp,11700.0
2021 Kia Sonet HTX Diesel iMT BSVI,2021,Manual,Diesel,98.63bhp,13560.0
2016 Honda City i VTEC VX,2016,Manual,Petrol,117.3bhp,9300.0
2015 Hyundai i20 Asta 1.2,2015,Manual,Petrol,82.85bhp,7080.0
2022 Mahindra Thar LX 4-Str Hard Top Diesel AT BSVI,2022,Automatic,Diesel,130bhp,20280.0
2018 Maruti Vitara Brezza ZDi Plus,2018,Manual,Diesel,88.5bhp,11400.0
2018 Honda Amaze VX i DTEC,2018,Manual,Diesel,98.6bhp,9000.0
2014 Ford Ecosport 1.5 DV5 MT Titanium,2014,Manual,Diesel,89.84bhp,4740.0
2018 Mercedes-Benz CLA Urban Sport 200d,2018,Automatic,Diesel,134.1bhp,30600.0
2012 Volkswagen Polo Diesel Comfortline 1.2L,2012,Manual,Diesel,73.9bhp,3300.0
2012 Mahindra XUV500 W8 FWD,2012,Manual,Diesel,140bhp,6600.0
2019 Hyundai Creta 1.6 VTVT AT SX Plus,2019,Automatic,Petrol,121.3bhp,14700.0
2022 Mahindra XUV700 AX7 Diesel Luxury Pack BSVI,2022,Manual,Diesel,182.38bhp,29700.0
2014 Mercedes-Benz M-Class ML 250 CDI,2014,Automatic,Diesel,203.2bhp,33000.0
2014 Mercedes-Benz S-Class S 350 d,2014,Automatic,Diesel,281.61bhp,46800.0
2019 Volkswagen Polo 1.0 MPI Comfortline,2019,Manual,Petrol,75.10bhp,6900.0
2021 MG Gloster Savvy 6-Str,2021,Automatic,Diesel,215.01bhp,41400.0
2019 Hyundai Tucson 2.0 e-VGT 2WD AT GL Opt,2019,Automatic,Diesel,182.46bhp,23880.0
2018 Jeep Compass 1.4 Limited,2018,Automatic,Petrol,160bhp,15000.0
2020 Mahindra XUV300 W8 Option Dual Tone BSVI,2020,Manual,Petrol,108.62bhp,11172.0
2016 Audi A3 35 TDI Attraction,2016,Automatic,Diesel,143bhp,20700.0
2022 Maruti XL6 Alpha BSVI,2022,Manual,Petrol,101.65bhp,15240.0
2017 Hyundai Creta 1.6 CRDi SX,2017,Manual,Diesel,126.2bhp,11520.0
2015 Hyundai i20 Sportz 1.4 CRDi,2015,Manual,Diesel,88.73bhp,6900.0
2017 Maruti Ciaz Alpha Diesel,2017,Manual,Diesel,88.50bhp,7812.0
2018 Hyundai Grand i10 Sportz,2018,Manual,Petrol,81.86bhp,6300.0
2015 Nissan Micra XV CVT,2015,Automatic,Petrol,76bhp,5400.0
2017 Hyundai Creta 1.6 CRDi AT SX Plus,2017,Automatic,Diesel,126.2bhp,12900.0
2010 Hyundai i10 Era 1.1,2010,Manual,Petrol,68.05bhp,2892.0
2017 Maruti Wagon R LXI,2017,Manual,Petrol,67.05bhp,5100.0
2017 Hyundai EON Era Plus,2017,Manual,Petrol,55.2bhp,3840.0
2013 Toyota Corolla Altis D-4D G,2013,Manual,Diesel,87.2bhp,6900.0
2014 Hyundai Elantra CRDi SX AT,2014,Automatic,Diesel,126.24bhp,7500.0
2013 Maruti Swift Dzire VDI,2013,Manual,Diesel,74bhp,5412.0
2015 Hyundai Grand i10 CRDi Magna,2015,Manual,Diesel,70bhp,5340.0
2020 Ford Endeavour Titanium Plus 4X4 AT,2020,Automatic,Diesel,167.62bhp,38400.0
2022 Kia Seltos X-Line Diesel AT,2022,Automatic,Diesel,113.43bhp,23400.0
2020 Kia Seltos HTX Plus Diesel,2020,Manual,Diesel,113.43bhp,16800.0
2022 Skoda Slavia 1.0 TSI Ambition AT BSVI,2022,Automatic,Petrol,113.98bhp,15900.0
2021 Toyota Innova Crysta 2.4 G 8 STR,2021,Manual,Diesel,148bhp,24540.0
2015 Mercedes-Benz C-Class 220 CDI AT,2015,Automatic,Diesel,170bhp,22200.0
2021 Tata New Safari XZA Plus AT BSVI,2021,Automatic,Diesel,167.67bhp,22800.0
